Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Romania,ROU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16407E+11,1.0137E+11,92482299111,93896200403,97588145228,1.03671E+11,1.07722E+11,1.02499E+11,1.00418E+11,1.0004E+11,1.02502E+11,1.07851E+11,1.14002E+11,1.16671E+11,1.28837E+11,1.34852E+11,1.45679E+11,1.56217E+11,1.70757E+11,1.61335E+11,1.55041E+11,1.62045E+11,1.65164E+11,1.6561E+11,1.72434E+11,1.77884E+11,1.82967E+11,1.97964E+11,2.09899E+11,2.17987E+11,2.0997E+11,2.21957E+11,2.32157E+11,NA
Russian Federation (the),RUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19741E+12,1.16149E+12,1.10287E+12,9.4261E+11,8.609E+11,7.52687E+11,7.21499E+11,6.94406E+11,7.04127E+11,6.66809E+11,7.09484E+11,7.80433E+11,8.20235E+11,8.58786E+11,9.21477E+11,9.87823E+11,1.05104E+12,1.13723E+12,1.23389E+12,1.29806E+12,1.19681E+12,1.25066E+12,1.30444E+12,1.35694E+12,1.38076E+12,1.39092E+12,1.36348E+12,1.36612E+12,1.39107E+12,1.43012E+12,1.46155E+12,1.42277E+12,1.50265E+12,1.47154E+12,NA
Rwanda,RWA,1013902277,970329563,1080304759,974214030.8,852778323.1,912554069.2,976514170.1,1044050061,1117277445,1240260309,1314693604,1330557233,1334057506,1379923579,1399378067,1369797658,1636970899,1669613891,1822397600,2038714520,2221212340,2341961874,2384371207,2526964949,2419802095,2526339891,2664584683,2663944221,2783790409,2782773372,2716006538,2647715822,2803208897,2575905325,1281562689,1732981334,1953861862,2224466894,2421525064,2526907131,2738431416,2970775946,3362682823,3436741885,3692698916,4038996458,4411677969,4748434376,5278419233,5608228628,6019572462,6498633764,7060214071,7393445604,7849411759,8544621757,9054800290,9410552128,10213851762,11180315671,10802810391,11977699337,12955125583,NA
Samoa,WSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391269846,392956359.8,398015901.2,413616120,436383943.4,438492096.9,432167726.6,448189539.9,428373059.3,418520426,417683438.9,434808422.4,423755155.4,452035062.3,484486518.4,487603825.8,498306192.1,509196346.9,535129944.4,574676737.9,607157232.7,638806086.2,658527692.5,702248686.9,717221521.8,720707093.2,746336191.8,742293455.8,787756851,818078226.2,787546481.6,788391466,793594248.7,824150498.7,889949544.4,902464748.2,896962898,936894420.7,907771582.2,843511966.6,798752767.9,NA
San Marino,SMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248965744,1342208766,1463670071,1495568999,1578996967,1583904494,1645248588,1720088382,1761802365,1829280868,1959330346,1949515291,1748306665,1652609879,1515199109,1408460387,1397418450,1387603395,1419400404,1452676910,1456428673,1478186338,1508721014,1408422586,1527618402,NA,NA
Sao Tome and Principe,STP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142484974.9,147272738.2,159483885.9,165126275.8,176048759.3,191657434.8,198636586.4,211009232.4,217977631.1,221134893.3,225556373.8,232194322.3,244081977.1,256057151.1,259999643,273459361.1,284706658.8,297171513.2,303157496.5,311114954.8,317023957.8,317230918.7,NA
Saudi Arabia,SAU,NA,NA,NA,NA,NA,NA,NA,NA,74256095259,78739594046,1.24918E+11,1.50542E+11,1.85062E+11,2.29792E+11,2.67083E+11,2.43236E+11,2.86584E+11,3.06912E+11,2.90892E+11,3.25565E+11,3.43967E+11,3.5065E+11,2.77961E+11,2.33344E+11,2.22467E+11,2.00678E+11,2.34818E+11,2.19244E+11,2.47985E+11,2.46738E+11,2.84226E+11,3.26882E+11,3.39917E+11,3.35281E+11,3.37154E+11,3.3787E+11,3.46781E+11,3.50608E+11,3.60753E+11,3.47177E+11,3.66707E+11,3.62267E+11,3.52054E+11,3.91632E+11,4.228E+11,4.46366E+11,4.58812E+11,4.67287E+11,4.96492E+11,4.86268E+11,5.10773E+11,5.66926E+11,5.97696E+11,6.14732E+11,6.39491E+11,6.69484E+11,6.85305E+11,6.84827E+11,7.03744E+11,7.09601E+11,6.78794E+11,7.0816E+11,7.69633E+11,NA
Senegal,SEN,3845391102,3960500895,3955105292,4028847383,4185324878,4241081336,4363087109,4309866484,4580990424,4280745764,4647265165,4640738107,4936966115,4661323443,4857135178,5223152496,5689084008,5536451272,5317543794,5689861493,5916759626,6223261363,6721768519,6342159312,6591776710,6820055505,7033317655,7473312401,7412287163,7706835394,7649320651,7852789724,7956464848,8064689718,8060857301,8501672123,8673403962,8937561243,9464741444,10059440324,10450471991,10900976316,10908464913,11518679089,12053525217,12573060905,12866110160,13229850431,13719774159,14097356679,14575382432,14769831309,15361066999,15731635117,16710783797,17774766696,18904543056,20304894471,21565674311,22560634320,22863414676,24358607399,25370428994,NA
Serbia,SRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21207996311,22536482727,24160772639,24967954422,22614934048,24001639534,25652658257,27289401825,28486794470,31058638374,32776288887,34450432939,36668877372,38742713828,37684358972,37959848426,38732815970,38468835419,39581599083,38952445481,39655949731,40979898021,41840952823,43721754402,45615664899,45203655774,48696066612,49937794676,NA
Seychelles,SYC,134218307.5,127665398.8,138400247.6,152427947.2,161450533,159738235.4,181936271.3,182854575.5,196666012.5,196666012.5,214113965.1,248054830.7,263702893.4,287579044.7,291325767.3,300582367,349510105.8,327874637.5,397225672.7,459964848.5,436503527.3,419581232.3,410891392.7,408359335.1,425941748.1,469787091.2,473366618.1,496441121.8,522883613.3,576665615.8,619654689.9,636759800.7,682434861.1,732275609.2,714433210.1,717898473.4,789673574.7,885963541.5,907824168.5,924818683.4,964153056.3,942255570,953683555.5,897538979.3,871955043.7,950481237.4,1039884725,1132185584,1101322813,1074016880,1122402759,1229140830,1267375449,1283264978,1335412912,1391427967,1462457956,1503212423,1558931698,1634960573,1508604372,1590473657,1733621175,NA
Sierra Leone,SLE,1144714147,1165422524,1218343977,1239052355,1321885963,1416799435,1440885025,1441407801,1470523140,1595891808,1733465554,1793546022,1809692145,1850529988,1915295361,1947265788,1938519130,1939423950,1986092932,2075690860,2176227024,2238933451,2345993776,2296662181,2390665351,2263688974,2291669231,2457385992,2283403064,2300071906,2377124269,2433033314,1970442882,1997527606,1958628051,1801942658,1833545490,1725786541,1756592051,1721824055,1836372355,1719846166,2176020483,2382386247,2536737383,2647174244,2760555640,2980753165,3142783719,3243649211,3458946183,3666823004,4224244207,5114673242,5347864162,4252029354,4521894085,4691637091,4854573078,5109620032,5009037832,5214643812,5394942200,NA
Singapore,SGP,5946720492,6430636626,6916371175,7610786827,7374611314,7952357573,8761915153,9857909188,11191387995,12739585038,14515738367,16317640427,18490426054,20450966487,21702034804,22567672249,24246067681,25907515502,27922390122,30590220574,33683923408,37327150728,39978179041,43398105213,47213790846,46919789791,47549833615,52684232539,58618369611,64573309330,70914989180,75658065572,80681614024,89927445311,99905515247,1.07074E+11,1.15074E+11,1.24644E+11,1.21913E+11,1.28884E+11,1.40533E+11,1.39028E+11,1.44483E+11,1.51054E+11,1.66069E+11,1.78302E+11,1.94362E+11,2.11896E+11,2.15845E+11,2.16121E+11,2.47501E+11,2.62883E+11,2.74543E+11,2.8777E+11,2.99095E+11,3.07999E+11,3.19092E+11,3.33593E+11,3.45521E+11,3.50121E+11,3.36462E+11,3.66348E+11,3.79709E+11,NA
Sint Maarten (Dutch part),SXM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257551795,1297793377,1357491911,1376368470,1394353860,1416390014,1417888712,1431610491,1323735568,1232967230,1368162080,1185966839,1240255633,1361800685,NA
Slovakia,SVK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35304372873,35975624844,38208103469,40440791792,43117931007,45673029353,47534706551,47484360184,48038277838,49601339627,51838084329,54688703652,57575655084,61389156293,66603045839,73817506955,77932749070,73681102330,78629991380,80730554470,81795230835,82312781984,84532913950,88900883131,90629072614,93291817009,97051840806,99489061174,96170604645,1.00776E+11,1.0254E+11,NA
Slovenia,SVN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26417686105,27263846125,28640614043,29579844443,31157238919,32301448497,33340444077,34509226037,35530788950,37079644536,38487919291,40699587892,43540484554,45068686557,41666704789,42226600498,42590309919,41466164772,41039360682,42175395369,43107506024,44483434041,46625480708,48702350150,50417977728,48279809918,52252514022,53538335168,NA
Solomon Islands,SLB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526656505.9,517192386.5,508557520.5,528343416.8,529242658.9,512665069.9,511632407.8,554718559.9,561653630.9,585603983.6,598487271.3,634396516.9,714964863.4,743563454.6,803792103.5,884883597.4,899129406,890910669.2,902416889.6,898033573.5,769821323.9,708569673.4,688729843.9,733658906.9,790028121.5,848157141.9,883256261.9,915403896.6,972396664.4,1000248710,1097356737,1178889790,1207961229,1271231099,1286348802,1307909888,1380560771,1423017819,1462093823,1487673364,1437373401,1429184068,1371124331,NA
Somalia,SOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5908339723,6353024507,6984947145,7433681594,8139895443,8383605545,8687664672,8465278801,8745278137,8958058842,NA
South Africa,ZAF,65652787806,68176962954,72388888581,77726634753,83897825365,89034719820,92986424439,99678213921,1.03818E+11,1.08714E+11,1.1442E+11,1.19316E+11,1.21291E+11,1.26836E+11,1.34587E+11,1.36869E+11,1.39948E+11,1.39817E+11,1.44032E+11,1.49491E+11,1.59388E+11,1.67933E+11,1.67289E+11,1.642E+11,1.72573E+11,1.70482E+11,1.70512E+11,1.74094E+11,1.81406E+11,1.85751E+11,1.8516E+11,1.83275E+11,1.79358E+11,1.81571E+11,1.87381E+11,1.9319E+11,2.01497E+11,2.06736E+11,2.0777E+11,2.12756E+11,2.21692E+11,2.27678E+11,2.36103E+11,2.43065E+11,2.54136E+11,2.67547E+11,2.8254E+11,2.97685E+11,3.07184E+11,3.0246E+11,3.11654E+11,3.21529E+11,3.29233E+11,3.37416E+11,3.42187E+11,3.4671E+11,3.49014E+11,3.53055E+11,3.58552E+11,3.59484E+11,3.38046E+11,3.53945E+11,3.60707E+11,NA
South Sudan,SSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20185217786,21202884179,22367646895,21329717233,11500530835,13010519614,13449448811,11997800760,NA,NA,NA,NA,NA,NA,NA,NA
Spain,ESP,1.89279E+11,2.11687E+11,2.32757E+11,2.55094E+11,2.68635E+11,2.85434E+11,3.06116E+11,3.19403E+11,3.40474E+11,3.708E+11,3.86704E+11,4.04684E+11,4.37665E+11,4.71752E+11,4.98259E+11,5.0096E+11,5.17511E+11,5.32201E+11,5.39987E+11,5.40211E+11,5.52143E+11,5.51412E+11,5.58285E+11,5.68167E+11,5.78307E+11,5.91732E+11,6.10983E+11,6.44875E+11,6.77727E+11,7.10441E+11,7.37306E+11,7.56077E+11,7.63103E+11,7.55232E+11,7.7323E+11,7.94552E+11,8.15692E+11,8.45893E+11,8.83054E+11,9.22708E+11,9.71112E+11,1.00931E+12,1.03687E+12,1.06779E+12,1.10113E+12,1.14135E+12,1.18817E+12,1.231E+12,1.24192E+12,1.19519E+12,1.19714E+12,1.18739E+12,1.15225E+12,1.13608E+12,1.15194E+12,1.19616E+12,1.23249E+12,1.26917E+12,1.29816E+12,1.32392E+12,1.17607E+12,1.25138E+12,1.32359E+12,NA
Sri Lanka,LKA,NA,6530549445,6779887100,6950519813,7222037271,7405257001,7777281520,8278062576,8758280782,9434141515,9797038019,9925076038,9884335595,10581912590,10988875047,11662079154,12051021936,12665695188,13381792931,14238703659,15071102050,15930083244,16589826957,17388459729,18275122774,19188770426,20024546325,20370092038,20873780256,21353731380,22720369187,23765503271,24811183336,26523170680,28008446681,29548935121,30671784965,32636435386,34169833188,35639320703,37777691762,37193872241,38668488650,40965500924,43196097553,45892289127,49411443817,52769853736,55909706548,57888301892,62528609282,67949516442,73815041948,76805840200,81704500477,85140955389,89443659904,95222329687,97422045730,97207245818,92711881360,95968130823,88459606027,NA
Saint Kitts and Nevis,KNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193535561.7,201102616.7,216381740,234644620.7,238274346.3,239579465.5,242422604.1,263915325.4,286480265.9,317583410.7,338386220.5,369603618.2,389857135.4,408871448.5,401247267,418376407.8,446834159.5,470524051.2,495853032.1,524824921.6,560638799.9,557909914.2,575873979.8,633707900.3,666999426.9,676122078.6,649527527.5,675484899.2,741228633.3,764580160.8,769172247.1,855154381.8,826256097.5,826619465.6,839982656.2,835566343.6,883275702.7,950241063.6,957025925.9,994566780.2,994746948.2,1015167450,1056276509,902487761.1,894441722.9,973556961.3,NA
Saint Lucia,LCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483879162.9,533776495.3,554021220.1,541719023.3,575902865.2,587918169.1,617110563.7,661947186.1,716807813.8,820042613.4,852218882.8,970674442.7,1057850755,1162479616,1166846797,1259647002,1266993260,1287246909,1309750893,1348029515,1338672436,1422827693,1460825779,1461537911,1411727764,1417606911,1478062338,1585479172,1578973876,1676795370,1705160352,1789554227,1738929536,1744668326,1820159126,1818179591,1781724647,1805385997,1807225926,1869174989,1932484312,1988154705,1975228664,1493972573,1676684008,1942933249,NA
Saint Martin (French part),MAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,VCT,159345007.1,166559007,172712132.8,161891133,167832093.3,169317298.3,169317298.3,153191834.7,163164172.5,167832046.6,185867092.9,191383722.3,240820987.3,214086642.7,195202934.4,180350510.3,199065158.7,225400306.9,247438763,255807678.8,262056344.7,274147373.1,286420537.5,292631842.1,311905567.2,331179292.3,349724473.3,351256283.8,400694532.8,406326738.4,423185993.9,427991589,455288638.4,474641732.7,468719991.6,505123833.9,511629384.4,529562766.2,551222915.7,566162769.4,575442357.8,585502419.6,616780702.9,658051576.2,685128416.5,702178230,751309123,776274889.2,779416014.2,768674152.6,734310821,729858866,738391734.9,756574514.5,765242794.4,786555555.6,819195102,831877075.6,858294259.2,863973827.9,831664990.4,838279171.7,879438071.1,NA
Sudan (the),SDN,9621210053,9623364370,10288901060,9995978960,9883979102,10553823687,10176508925,10321430684,10524063160,10670279283,11302501303,11556504009,10970475253,11039830076,12303370550,14236656553,16609226651,17642960632,16596558979,15763644182,16003931010,17194233566,18218780590,18594543248,17663159913,16553729141,17449916752,19931449276,19865457878,21639720129,20456015801,21992448810,23439081608,24509954459,24756580789,26241255779,27794508186,32884421186,34301247873,35365991404,37610270337,40055073507,42460970096,45131259049,47451406763,50129334265,53403487492,56466323951,58638439293,57015500648,59215296614,57312394053,47566600027,48496595855,50757206253,51726758677,53520457581,53900054790,52455031755,51312429477,49449890489,48525909157,48063259727,NA
Suriname,SUR,1039837432,1089749628,1132249864,1195655856,1273373487,1426178305,1700004540,1905705089,2050538676,2142812916,2200668865,2286494951,2272775981,2231866014,2240793478,2303535695,2506246836,2761884014,2944168358,2926503348,2668971054,2858467998,2738412342,2631614261,2581613590,2633245862,2654311829,2489744495,2683944566,2796670238,2670820077,2742932196,2753903925,2569392413,2656751727,2656751727,2683319277,2836268413,2901502634,2860881583,2920960064,3043640399,3128862351,3325980661,3608689024,3771080037,3989559203,4193485034,4367238179,4498853591,4731391467,5008147950,5142884646,5293748166,5307273853,5126237646,4874242750,4950690275,5195663850,5256327890,4416619432,4309057708,4413928267,NA
Sweden,SWE,1.23687E+11,1.30714E+11,1.36281E+11,1.43542E+11,1.53333E+11,1.59193E+11,1.62521E+11,1.67991E+11,1.74103E+11,1.82824E+11,1.9615E+11,1.98003E+11,2.02535E+11,2.10571E+11,2.17306E+11,2.22853E+11,2.25212E+11,2.21617E+11,2.25498E+11,2.34157E+11,2.38138E+11,2.39221E+11,2.42208E+11,2.46812E+11,2.57251E+11,2.62808E+11,2.69881E+11,2.78933E+11,2.86071E+11,2.93665E+11,2.95882E+11,2.92491E+11,2.89102E+11,2.8313E+11,2.94257E+11,3.05837E+11,3.10667E+11,3.20207E+11,3.34013E+11,3.48199E+11,3.64796E+11,3.70084E+11,3.78214E+11,3.8695E+11,4.03732E+11,4.15273E+11,4.34637E+11,4.49585E+11,4.47559E+11,4.28136E+11,4.53619E+11,4.68114E+11,4.6536E+11,4.70887E+11,4.83402E+11,5.05104E+11,5.15562E+11,5.28802E+11,5.39113E+11,5.49821E+11,5.37889E+11,5.70953E+11,5.87578E+11,NA
Switzerland,CHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7772E+11,3.83769E+11,3.78744E+11,3.81164E+11,3.92631E+11,4.07055E+11,4.14621E+11,4.21194E+11,4.34999E+11,4.53838E+11,4.70515E+11,4.66206E+11,4.66002E+11,4.65415E+11,4.71325E+11,4.73591E+11,4.75823E+11,4.86583E+11,5.01326E+11,5.09662E+11,5.29838E+11,5.38186E+11,5.37792E+11,5.37618E+11,5.52143E+11,5.67325E+11,5.90436E+11,6.1356E+11,6.30788E+11,6.16297E+11,6.36286E+11,6.47822E+11,6.55462E+11,6.67209E+11,6.82887E+11,6.94118E+11,7.08477E+11,7.18132E+11,7.38674E+11,7.4711E+11,7.31109E+11,7.70529E+11,7.90319E+11,NA
Syrian Arab Republic (the),SYR,2417037662,2678876896,3335772261,3047136338,3329647433,3406208476,3145324738,3405055673,3532032931,4194921876,4119545302,4488484140,5640261272,5049734098,6352352036,7391061710,8296795421,8147493104,8957564949,9037107124,10348221195,11150761333,11461765728,11727717656,10835164433,11848339783,10906049738,11089520287,13086869322,11300867338,11723469589,12622245656,14259703087,15136802533,16228624520,17368943354,19075540938,20033858823,21393217152,20633019905,20772425375,20989972307,21820090433,23392104677,25006852174,26561047500,27901369899,29484658741,30804590420,32625770988,34319670297,35297781877,26000693080,19162488007,17186770360,16468399173,15413500921,15302017877,15515201930,15704596810,15675962545,15879709001,NA,NA
Tajikistan,TJK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6548214126,6777401612,6696072790,7626826981,7131083177,7088296704,6585027702,4675369599,3908608992,3076075354,2694139926,2244218601,2281936602,2403172874,2492079473,2699528255,2958165635,3277647635,3638188844,4012922257,4281787989,4581513285,4938871327,5329042076,5536874779,5896771589,6333132721,6808117642,7311918330,7801816908,8271431932,8842160736,9469954148,10189670663,10943706292,11425229369,12499200930,13499137004,NA
"Tanzania, the United Republic of",TZA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12377066378,12842994038,13747792169,14032644802,14114640651,14284835103,14508773001,15026723410,15709592840,16263399690,16866529754,17686894781,18486481203,19608760036,20999647619,22400909970,24081832736,25882267435,27572954444,29439239572,31113277454,32752668790,34828049321,37500111399,39187673998,41845219655,44662433112,47413919817,50669888784,54078588995,57054358530,60363511325,61565931105,64226431583,67153889893,NA
Thailand,THA,15908737340,16761787111,18028015160,19470225867,20800236245,22502041173,25004834864,27159247019,29365194461,31288808475,34858219809,36564659955,38129081871,42032139795,43909401662,46091876858,50390779136,55350976955,61049773247,64329224522,67657323331,71653751952,75488910650,79704364262,84289302224,88206428693,93087620536,1.01949E+11,1.15496E+11,1.29575E+11,1.44045E+11,1.56373E+11,1.69013E+11,1.8296E+11,1.97591E+11,2.13636E+11,2.25711E+11,2.19496E+11,2.02739E+11,2.12009E+11,2.21455E+11,2.29082E+11,2.43168E+11,2.6065E+11,2.77044E+11,2.88645E+11,3.02984E+11,3.19452E+11,3.24965E+11,3.22721E+11,3.46968E+11,3.49883E+11,3.75224E+11,3.85308E+11,3.89102E+11,4.01296E+11,4.15081E+11,4.32422E+11,4.50683E+11,4.60213E+11,4.32292E+11,4.38742E+11,4.50139E+11,NA
Timor-Leste,TLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832683747.8,968839039.3,903891443.3,884166144.6,887702844.4,914197042.7,876567845,966550939.4,1076687533,1185938526,1296604519,1373863214,1440641510,1485364307,1551797203,1595205100,1648934397,1597082500,1586017901,1957336677,2582939038,2720236129,2161456465,NA
Togo,TGO,751799131.3,843287953.5,875110713.3,918863573.5,1050132527,1212479999,1326558836,1399524501,1469832299,1629027900,1670149495,1670149495,1797501025,1866479839,1956683994,2004437673,1963316181,2099945030,2331893083,2211386850,2533739740,2449741553,2361981949,2234104063,2358220944,2489233138,2528724930,2541625528,2710449694,2820494539,2813622231,2793927790,2682710275,2277732960,2618992349,2824474098,3074050606,3516018469,3435154384,3520406377,3492824711,3521585983,3656343788,3902056358,3863868285,3683568623,3781188058,3736754546,3887556704,4099577204,4339580913,4592285655,4881723433,5166047983,5457063876,5755457836,5998044376,6238440752,6537585423,6859419849,7007740164,7427613761,7859198718,NA
Tonga,TON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222218177.7,232754131.3,237368255.5,241494646.2,257332984.3,262784997.6,270630805.8,265537880.3,266573230.6,261124230,277875212.4,278575390.3,288988692.7,303300919.3,325680086.3,331560342,335616815.7,343868824.7,356629387.5,359753425.5,373240314.1,391335052.3,400367243.4,390715587.8,391032199.8,390450987.9,391509482.1,410106846.7,388784944.6,391908793.5,418630217.2,422075973.9,423394150.6,431941210.2,437003078.6,465718553,481191737.8,482352506.8,485760247.4,488133892.1,475112890.4,NA,NA
Trinidad and Tobago,TTO,3625841590,4134803543,4248199007,4486293451,4828620063,4862123456,5059371129,5162709681,5431952302,5580281787,5777468615,5837573691,6175005697,6277289773,6516304110,6612612829,7036160294,7677984087,8447047866,8751088162,9660397118,10102573642,10486402548,9406268639,8865322955,8500123108,8221390212,7846348598,7538793385,7476227867,7589056694,7825259091,8615060888,8557416244,8862674736,9200334946,9856730769,10598238296,11459298949,12378886793,13233198284,13784827328,14878889054,17027547865,18381246692,19522526880,22101073672,23151805060,23937053417,22885802841,23646349496,23576745424,25332426864,26227149347,27237849473,27026080987,24991794742,23791984725,23648653264,23734084234,21579528711,21355652579,21672195441,NA
Tunisia,TUN,NA,NA,NA,NA,NA,4856664331,5024455667,5032592898,5556472159,5820283200,6092068994,6735403510,7930447179,7878531021,8514705253,9124026067,9842712157,10178456503,10833997300,11545522367,12402054606,13085912929,13021302856,13630949498,14414571420,15228789044,15008430231,16014200836,16025756536,16305678285,17601950267,18289226389,19716833815,20148598732,20789004076,21277892817,22798428266,24038877867,25188840687,26713932920,27972151924,29034050801,29418042715,30801396619,32722107251,33862978423,35638786818,38029978695,39641606087,40848078596,42061729237,41200879630,42938187692,43981556011,45340730365,45779494042,46291045947,47326964884,48569264627,49340470108,44989664151,46971672731,48116779201,NA
Türkiye,TUR,68944998409,69742050428,73627678959,80302989305,84686775101,87077931216,96841818580,1.01425E+11,1.08299E+11,1.12719E+11,1.16364E+11,1.22842E+11,1.31964E+11,1.36269E+11,1.43892E+11,1.54215E+11,1.70348E+11,1.76151E+11,1.78799E+11,1.77683E+11,1.73334E+11,1.81752E+11,1.88229E+11,1.97586E+11,2.10848E+11,2.1979E+11,2.35202E+11,2.57512E+11,2.63489E+11,2.64253E+11,2.8874E+11,2.90819E+11,3.05464E+11,3.28836E+11,3.13485E+11,3.38182E+11,3.63139E+11,3.90657E+11,4.00049E+11,3.86994E+11,4.13825E+11,3.9003E+11,4.15179E+11,4.39106E+11,4.82121E+11,5.25475E+11,5.61984E+11,5.90328E+11,5.95139E+11,5.66435E+11,6.14169E+11,6.82957E+11,7.1566E+11,7.7639E+11,8.14741E+11,8.64314E+11,8.93036E+11,9.60031E+11,9.88959E+11,9.97054E+11,1.0156E+12,1.13178E+12,1.1944E+12,NA
Turkmenistan,TKM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9134688479,10141662024,9710101902,13145978552,12540571637,10663751367,10823707656,8951221334,8306729733,8863279974,7852866037,8410419553,9798138737,10334005228,10782898471,10810629921,11164010880,11722256910,13250139963,14704118675,16330291194,18730843999,19873425505,21701780649,24891942389,27654947984,30475752707,33614755226,35799714286,38019296559,40490550854,43000964983,45710025795,44155884897,46142899729,46927329010,NA
Turks and Caicos Islands (the),TCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777808573,770245945.3,778494332,846311282.2,942070000,1010381197,985220492.2,1040500784,1095902784,802388490.2,874603454.3,928828868.5,NA
